"","President","File","Term","Party","Date","Words","Win","type","links","urls","sentences","word.count","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","sent.id"
"2552","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","Due largely to the business depression which followed the financial panic of 1907, the revenue from customs and other sources has decreased to such an extent that the expenditures for the current fiscal year will exceed the receipts by $100,000,000.",38,0,0.0263088660878716,0,0.0263088660878716,0.0263088660878716,0.0263088660878716,0,0,0.0526177321757432,0.0263088660878716,28
"2553","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","It is imperative that such a deficit shall not continue, and the framers of the tariff bill must, of course, have in mind the total revenues likely to be produced by it and so arrange the duties as to secure an adequate income.",43,0.0232504068821204,0.0465008137642409,0.0232504068821204,0,0.0232504068821204,0.0232504068821204,0,0.0465008137642409,0.0697512206463613,0.0465008137642409,29
"2554","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","Should it be impossible to do so by import duties, new kinds of taxation must be adopted, and among these I recommend a graduated inheritance tax as correct in principle and as certain and easy of collection.",37,0,0.0270197243988111,0,0,0.0270197243988111,0.0540394487976223,0.0270197243988111,0.0540394487976223,0.0540394487976223,0.0540394487976223,30
"2555","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The obligation on the part of those responsible for the expenditures made to carry on the Government, to be as economical as possible, and to make the burden of taxation as light as possible, is plain, and should be affirmed in every declaration of government policy.",46,0,0,0,0.0217344055640078,0,0,0,0.0434688111280156,0.0217344055640078,0.0217344055640078,31
"2556","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","This is especially true when we are face to face with a heavy deficit.",14,0,0,0,0,0.0713775874375446,0,0,0.0713775874375446,0.0713775874375446,0.0713775874375446,32
"2557","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","But when the desire to win the popular approval leads to the cutting off of expenditures really needed to make the Government effective and to enable it to accomplish its proper objects, the result is as much to be condemned as the waste of government funds in unnecessary expenditure.",49,0.02040399918384,0.02040399918384,0.0408079983676801,0.0408079983676801,0.02040399918384,0.02040399918384,0,0.0408079983676801,0.0816159967353601,0.1020199959192,33
"2558","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The scope of a modern government in what it can and ought to accomplish for its people has been widened far beyond the principles laid down by the old laissez faire school of political writers, and this widening has met popular approval.",42,0,0,0,0.0238038562247084,0.0238038562247084,0,0,0.0238038562247084,0.0238038562247084,0.0476077124494168,34
"2559","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","In the Department of Agriculture the use of scientific experiments on a large scale and the spread of information derived from them for the improvement of general agriculture must go on.",31,0,0,0,0,0.0322476620445018,0,0,0.0967429861335053,0,0.161238310222509,35
"2560","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The importance of supervising business of great railways and industrial combinations and the necessary investigation and prosecution of unlawful business methods are another necessary tax upon Government which did not exist half a century ago.",35,0.0285632676378178,0.0571265352756355,0.0571265352756355,0.0571265352756355,0,0.0571265352756355,0,0,0.114253070551271,0.0285632676378178,36
"2561","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The putting into force of laws which shall secure the conservation of our resources, so far as they may be within the jurisdiction of the Federal Government, including the most important work of saving and restoring our forests and the great improvement of waterways, are all proper government functions which must involve large expenditure if properly performed.",57,0.0175407823188914,0.0175407823188914,0,0.0350815646377828,0.0350815646377828,0,0,0.0701631292755657,0.0526223469566743,0.12278547623224,37
"2562","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","While some of them, like the reclamation of arid lands, are made to pay for themselves, others are of such an indirect benefit that this cannot be expected of them.",30,0,0.0666444518493835,0,0,0.0333222259246918,0.0333222259246918,0,0.0333222259246918,0.0333222259246918,0.0999666777740753,38
"2563","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","A permanent improvement, like the Panama Canal, should be treated as a distinct enterprise, and should be paid for by the proceeds of bonds, the issue of which will distribute its cost between the present and future generations in accordance with the benefits derived.",44,0,0.0227221086116792,0,0,0.0454442172233583,0,0.0227221086116792,0.0454442172233583,0.0227221086116792,0.0454442172233583,39
"2564","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","It may well be submitted to the serious consideration of Congress whether the deepening and control of the channel of a great river system, like that of the Ohio or of the Mississippi, when definite and practical plans for the enterprise have been approved and determined upon, should not be provided for in the same way.",56,0,0,0.0178539546509552,0,0,0,0,0.0357079093019104,0,0.0178539546509552,40
"2565","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","Then, too, there are expenditures of Government absolutely necessary if our country is to maintain its proper place among the nations of the world, and is to exercise its proper influence in defense of its own trade interests in the maintenance of traditional American policy against the colonization of European monarchies in this hemisphere, and in the promotion of peace and international morality.",63,0.0158704967465482,0.0317409934930963,0,0.0317409934930963,0.0158704967465482,0,0,0.0793524837327408,0.0317409934930963,0.111093477225837,41
"2566","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","I refer to the cost of maintaining a proper army, a proper navy, and suitable fortifications upon the mainland of the United States and in its dependencies.",27,0,0,0,0,0,0,0,0.0370233246945576,0,0.111069974083673,42
"2567","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","We should have an army so organized and so officered as to be capable in time of emergency, in cooperation with the national militia and under the provisions of a proper national volunteer law, rapidly to expand into a force sufficient to resist all probable invasion from abroad and to furnish a respectable expeditionary force if necessary in the maintenance of our traditional American policy which bears the name of President Monroe.",72,0.0416608804332732,0.0277739202888488,0,0.0555478405776975,0.0138869601444244,0.0277739202888488,0.0138869601444244,0.0972087210109707,0.0694348007221219,0.0972087210109707,43
"2568","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","Our fortifications are yet in a state of only partial completeness, and the number of men to man them is insufficient.",21,0,0,0,0,0,0,0,0,0.0475963826749167,0.0475963826749167,44
"2569","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","In a few years however, the usual annual appropriations for our coast defenses, both on the mainland and in the dependencies, will make them sufficient to resist all direct attack, and by that time we may hope that the men to man them will be provided as a necessary adjunct.",50,0.01999600079984,0.0399920015996801,0,0.01999600079984,0.01999600079984,0,0.01999600079984,0.0399920015996801,0.0399920015996801,0.0799840031993601,45
"2570","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The distance of our shores from Europe and Asia of course reduces the necessity for maintaining under arms a great army, but it does not take away the requirement of mere prudence--that we should have an army sufficiently large and so constituted as to form a nucleus out of which a suitable force can quickly grow.",56,0.0178539546509552,0.0178539546509552,0,0.0178539546509552,0.0178539546509552,0.0178539546509552,0,0.0178539546509552,0.0178539546509552,0.0535618639528656,46
"2571","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","What has been said of the army may be affirmed in even a more emphatic way of the navy.",19,0,0,0,0,0,0,0,0,0,0,47
"2572","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","A modern navy can not be improvised.",7,0,0,0,0,0,0,0,0,0,0,48
"2573","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","It must be built and in existence when the emergency arises which calls for its use and operation.",18,0,0.0555247084952804,0,0.111049416990561,0,0.0555247084952804,0.0555247084952804,0.111049416990561,0.111049416990561,0.0555247084952804,49
"2574","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","My distinguished predecessor has in many speeches and messages set out with great force and striking language the necessity for maintaining a strong navy commensurate with the coast line, the governmental resources, and the foreign trade of our Nation;",39,0.0256344527044348,0,0,0.0256344527044348,0.0256344527044348,0.0256344527044348,0,0.0769033581133043,0.0512689054088695,0.0769033581133043,50
"2575","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","and I wish to reiterate all the reasons which he has presented in favor of the policy of maintaining a strong navy as the best conservator of our peace with other nations, and the best means of securing respect for the assertion of our rights, the defense of our interests, and the exercise of our influence in international matters.",59,0.016946280291476,0.0508388408744281,0,0.016946280291476,0.033892560582952,0,0,0.0508388408744281,0.016946280291476,0.0677851211659041,51
"2576","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","Our international policy is always to promote peace.",8,0,0.124843945068664,0,0,0.124843945068664,0,0,0.249687890137328,0,0.124843945068664,52
"2577","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","We shall enter into any war with a full consciousness of the awful consequences that it always entails, whether successful or not, and we, of course, shall make every effort consistent with national honor and the highest national interest to avoid a resort to arms.",45,0.0222172850477672,0.0444345700955343,0.0222172850477672,0.0888691401910687,0.0444345700955343,0.0222172850477672,0.0222172850477672,0.0444345700955343,0.0888691401910687,0.15552099533437,53
"2578","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","We favor every instrumentality, like that of the Hague Tribunal and arbitration treaties made with a view to its use in all international controversies, in order to maintain peace and to avoid war.",33,0,0.0908815510451378,0.0302938503483793,0.0908815510451378,0.0302938503483793,0,0,0.0605877006967586,0.0908815510451378,0.0302938503483793,54
"2579","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","But we should be blind to existing conditions and should allow ourselves to become foolish idealists if we did not realize that, with all the nations of the world armed and prepared for war, we must be ourselves in a similar condition, in order to prevent other nations from taking advantage of us and of our inability to defend our interests and assert our rights with a strong hand.",69,0.0144906535284741,0.0144906535284741,0,0.0579626141138965,0,0.0144906535284741,0,0.0144906535284741,0.0724532676423707,0.0579626141138965,55
"2580","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","In the international controversies that are likely to arise in the Orient growing out of the question of the open door and other issues the United States can maintain her interests intact and can secure respect for her just demands.",40,0,0.0249937515621095,0,0,0.0249937515621095,0,0,0.0749812546863284,0,0.0999750062484379,56
"2581","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","She will not be able to do so, however, if it is understood that she never intends to back up her assertion of right and her defense of her interest by anything but mere verbal protest and diplomatic note.",39,0.0256344527044348,0.0256344527044348,0,0.0256344527044348,0,0,0,0.0256344527044348,0,0.0769033581133043,57
"2582","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","For these reasons the expenses of the army and navy and of coast defenses should always be considered as something which the Government must pay for, and they should not be cut off through mere consideration of economy.",38,0,0.0263088660878716,0,0.0263088660878716,0.0263088660878716,0,0,0.0526177321757432,0.0526177321757432,0.0526177321757432,58
"2583","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","Our Government is able to afford a suitable army and a suitable navy.",13,0,0,0,0.0768639508070715,0,0,0,0,0.0768639508070715,0.153727901614143,59
"2584","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","It may maintain them without the slightest danger to the Republic or the cause of free institutions, and fear of additional taxation ought not to change a proper policy in this regard.",32,0.0312402374258044,0,0,0.0937207122774133,0,0.0312402374258044,0,0.0312402374258044,0.0937207122774133,0.0312402374258044,60
"2585","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The policy of the United States in the Spanish war and since has given it a position of influence among the nations that it never had before, and should be constantly exerted to securing to its bona fide citizens, whether native or naturalized, respect for them as such in foreign countries.",51,0,0.01960399921584,0,0.01960399921584,0.01960399921584,0,0,0.0784159968633601,0.0588119976475201,0.0588119976475201,61
"2586","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","We should make every effort to prevent humiliating and degrading prohibition against any of our citizens wishing temporarily to sojourn in foreign countries because of race or religion.",28,0,0,0.0714030703320243,0.0714030703320243,0,0.0357015351660121,0,0.0357015351660121,0.142806140664049,0.0357015351660121,62
"2587","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The admission of Asiatic immigrants who cannot be amalgamated with our population has been made the subject either of prohibitory clauses in our treaties and statutes or of strict administrative regulation secured by diplomatic negotiation.",35,0,0,0,0,0,0,0,0.0571265352756355,0.0285632676378178,0.0571265352756355,63
"2588","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","I sincerely hope that we may continue to minimize the evils likely to arise from such immigration without unnecessary friction and by mutual concessions between self-respecting governments.",27,0.0370233246945576,0.0740466493891151,0,0,0.0370233246945576,0,0.0370233246945576,0.0740466493891151,0.0370233246945576,0.14809329877823,64
"2589","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","Meantime we must take every precaution to prevent, or failing that, to punish outbursts of race feeling among our people against foreigners of whatever nationality who have by our grant a treaty right to pursue lawful business here and to be protected against lawless assault or injury.",47,0.0850882790895554,0.0638162093171666,0.0212720697723889,0.127632418634333,0.0425441395447777,0.0638162093171666,0.0212720697723889,0.0850882790895554,0.106360348861944,0.0850882790895554,65
"2590","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","This leads me to point out a serious defect in the present federal jurisdiction, which ought to be remedied at once.",21,0.0475963826749167,0.0475963826749167,0,0,0.0475963826749167,0,0.0475963826749167,0.0475963826749167,0.0475963826749167,0.0475963826749167,66
"2591","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","Having assured to other countries by treaty the protection of our laws for such of their subjects or citizens as we permit to come within our jurisdiction, we now leave to a state or a city, not under the control of the Federal Government, the duty of performing our international obligations in this respect.",54,0,0.0185150897981855,0,0.0185150897981855,0.0185150897981855,0.0185150897981855,0.0185150897981855,0.037030179596371,0.037030179596371,0.037030179596371,67
"2592","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","By proper legislation we may, and ought to, place in the hands of the Federal Executive the means of enforcing the treaty rights of such aliens in the courts of the Federal Government.",33,0,0,0,0.0302938503483793,0,0,0,0,0.0302938503483793,0.0302938503483793,68
"2593","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","It puts our Government in a pusillanimous position to make definite engagements to protect aliens and then to excuse the failure to perform those engagements by an explanation that the duty to keep them is in States or cities, not within our control.",43,0,0,0.0232504068821204,0.0465008137642409,0,0.0232504068821204,0,0,0.0697512206463613,0.0232504068821204,69
"2594","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","If we would promise we must put ourselves in a position to perform our promise.",15,0,0,0,0,0.0666222518321119,0,0,0.0666222518321119,0,0.0666222518321119,70
"2595","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","We cannot permit the possible failure of justice, due to local prejudice in any State or municipal government, to expose us to the risk of a war which might be avoided if federal jurisdiction was asserted by suitable legislation by Congress and carried out by proper proceedings instituted by the Executive in the courts of the National Government.",58,0.0172384071711774,0.0344768143423548,0.0344768143423548,0.0861920358558869,0,0.0172384071711774,0,0.0344768143423548,0.0861920358558869,0.0517152215135322,71
"2596","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","One of the reforms to be carried out during the incoming administration is a change of our monetary and banking laws, so as to secure greater elasticity in the forms of currency available for trade and to prevent the limitations of law from operating to increase the embarrassment of a financial panic.",52,0,0.0192270717169775,0,0.07690828686791,0,0.0192270717169775,0.0192270717169775,0.038454143433955,0.038454143433955,0.0576812151509325,72
"2597","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The monetary commission, lately appointed, is giving full consideration to existing conditions and to all proposed remedies, and will doubtless suggest one that will meet the requirements of business and of public interest.",33,0,0.0605877006967586,0,0,0,0,0,0.0908815510451378,0,0.181763102090276,73
"2598","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","We may hope that the report will embody neither the narrow dew of those who believe that the sole purpose of the new system should be to secure a large return on banking capital or of those who would have greater expansion of currency with little regard to provisions for its immediate redemption or ultimate security.",56,0,0.0357079093019104,0,0,0.0178539546509552,0.0178539546509552,0.0178539546509552,0.0357079093019104,0,0.0535618639528656,74
"2599","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","There is no subject of economic discussion so intricate and so likely to evoke differing views and dogmatic statements as this one.",22,0,0,0,0,0,0,0,0,0.0454338936846888,0.0454338936846888,75
"2600","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The commission, in studying the general influence of currency on business and of business on currency, have wisely extended their investigations in European banking and monetary methods.",27,0,0.0370233246945576,0,0,0,0,0,0.0740466493891151,0.0370233246945576,0.111069974083673,76
"2601","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The information that they have derived from such experts as they have found abroad will undoubtedly be found helpful in the solution of the difficult problem they have in hand.",30,0,0,0,0.0666444518493835,0.0666444518493835,0.0333222259246918,0,0.0666444518493835,0.0333222259246918,0.133288903698767,77
"2602","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The incoming Congress should promptly fulfill the promise of the Republican platform and pass a proper postal savings bank bill.",20,0,0,0.0499750124937531,0,0.0999500249875062,0,0,0.149925037481259,0,0.199900049975012,78
"2603","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","It will not be unwise or excessive paternalism.",8,0,0,0,0,0,0,0,0,0.124843945068664,0,79
"2604","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The promise to repay by the Government will furnish an inducement to savings deposits which private enterprise can not supply and at such a low rate of interest as not to withdraw custom from existing banks.",36,0.0277700638711469,0.0277700638711469,0,0.0277700638711469,0.0555401277422938,0.0277700638711469,0,0.0555401277422938,0.0555401277422938,0.138850319355735,80
"2605","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","It will substantially increase the funds available for investment as capital in useful enterprises.",14,0,0,0,0,0,0,0,0,0,0.0713775874375446,81
"2606","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","It will furnish absolute security which makes the proposed scheme of government guaranty of deposits so alluring, without its pernicious results.",21,0.0475963826749167,0,0,0.0951927653498334,0,0.0475963826749167,0,0,0.14278914802475,0.0951927653498334,82
"2607","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","I sincerely hope that the incoming Congress will be alive, as it should be, to the importance of our foreign trade and of encouraging it in every way feasible.",29,0,0.103412616339193,0.0344708721130645,0,0.0689417442261289,0,0.0344708721130645,0.137883488452258,0.0344708721130645,0.103412616339193,83
"2608","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The possibility of increasing this trade in the Orient, in the Philippines, and in South America are known to everyone who has given the matter attention.",26,0,0.0384467512495194,0,0,0,0,0,0.0384467512495194,0,0.0384467512495194,84
"2609","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The direct effect of free trade between this country and the Philippines will be marked upon our sales of cottons, agricultural machinery, and other manufactures.",25,0,0,0,0,0,0,0,0.039984006397441,0,0.039984006397441,85
"2610","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The necessity of the establishment of direct lines of steamers between North and South America has been brought to the attention of Congress by my predecessor and by Mr.",29,0,0,0.0344708721130645,0.0344708721130645,0,0.0344708721130645,0,0.0344708721130645,0,0.0344708721130645,86
"2611","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","Root before and after his noteworthy visit to that continent, and I sincerely hope that Congress may be induced to see the wisdom of a tentative effort to establish such lines by the use of mail subsidies.",37,0,0.0540394487976223,0.0270197243988111,0.0270197243988111,0.0270197243988111,0,0.0270197243988111,0.108078897595245,0,0.108078897595245,87
"2612","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The importance of the part which the Departments of Agriculture and of Commerce and Labor may play in ridding the markets of Europe of prohibitions and discriminations against the importation of our products is fully understood, and it is hoped that the use of the maximum and minimum feature of our tariff law to be soon passed will be effective to remove many of those restrictions.",66,0.030298439630359,0.030298439630359,0.0151492198151795,0.0151492198151795,0.0151492198151795,0.0151492198151795,0.0151492198151795,0.0757460990758976,0.0454476594455386,0.106044538706257,88
"2613","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The Panama Canal will have a most important bearing upon the trade between the eastern and far western sections of our country, and will greatly increase the facilities for transportation between the eastern and the western seaboard, and may possibly revolutionize the transcontinental rates with respect to bulky merchandise.",49,0,0.02040399918384,0,0,0.02040399918384,0,0,0.0612119975515201,0,0.0612119975515201,89
"2614","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","It will also have a most beneficial effect to increase the trade between the eastern seaboard of the United States and the western coast of South America, and, indeed, with some of the important ports on the east coast of South America reached by rail from the west coast.",49,0.02040399918384,0.02040399918384,0,0,0,0,0,0.0612119975515201,0.02040399918384,0.1020199959192,90
"2615","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The work on the canal is making most satisfactory progress.",10,0,0.0999000999000999,0,0,0.0999000999000999,0,0,0,0,0.0999000999000999,91
"2616","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The type of the canal as a lock canal was fixed by Congress after a full consideration of the conflicting reports of the majority and minority of the consulting board, and after the recommendation of the War Department and the Executive upon those reports.",44,0,0.0227221086116792,0.0227221086116792,0.0227221086116792,0.0227221086116792,0,0,0.0681663258350375,0.0681663258350375,0.0454442172233583,92
"2617","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","Recent suggestion that something had occurred on the Isthmus to make the lock type of the canal less feasible than it was supposed to be when the reports were made and the policy determined on led to a visit to the Isthmus of a board of competent engineers to examine the Gatun dam and locks, which are the key of the lock type.",63,0,0.0158704967465482,0,0,0,0,0,0.0317409934930963,0,0.0476114902396445,93
"2618","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The report of that board shows nothing has occurred in the nature of newly revealed evidence which should change the views once formed in the original discussion.",27,0,0.0370233246945576,0,0.0370233246945576,0,0,0,0,0,0.0370233246945576,94
"2619","William Howard Taft","WilliamHowardTaft",1,"Republican","3351",5434,"Yes","inaug","March 4, 1909","http://www.presidency.ucsb.edu/ws/index.php?pid=25830","The construction will go on under a most effective organization controlled by Colonel Goethals and his fellow army engineers associated with him, and will certainly be completed early in the next administration, if not before.",35,0,0.0285632676378178,0,0,0.0285632676378178,0,0.0285632676378178,0.114253070551271,0,0.114253070551271,95
